Company,Category,City,State,Country,"OUTSIDE 
USA",Website,LinkedIn,Crunchbase,Employees,"Year 
Founded",AKA/DBA,Name Variants,Acquired By,Original Categories,Source Sheets,# Sheets,Notes,REVIEW,Description,city_clean,state_clean,description,confidence,needs_review,scrape_status
Adient Aerospace (now known as Elevate Aircraft Seating),Aerospace & Space,Bothell,WA,USA,,https://www.adient-aerospace.com/,https://www.linkedin.com/company/notupdated/,,216,2018,,,,"Aerospace, Manufacturing, Product Design",MASTER - Combined_Account Owner | Source - SoCal Hard Tech,2,,Multi-category signal: Advanced Manufacturing,,Bothell,WA,,low,True,blocked_or_timeout
ADI American Distributors,Aerospace & Space,,,USA,,www.americandistr.com,http://www.linkedin.com/company/adi-american-distributors-inc-,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,blocked_or_timeout
Acubed,Aerospace & Space,Sunnyvale,CA,USA,,https://acubed.airbus.com/,https://www.linkedin.com/company/airbus-acubed/,https://www.crunchbase.com/organization/acubed,61,,"Acubed by Airbus, A³ by Airbus",,,Aerospace - Aviation | Aircraft / Hypersonics | Aviation (New) | New Airframes | New OEM / New Programs,ALL COMPANIES MERGED ,1,,,,Sunnyvale,CA,,low,True,ok
Adranos,Aerospace & Space,,,USA,,,http://www.linkedin.com/company/adranos,,,,,,,,LAUNCH COMPANIES,1,,,,,,,low,True,no_url
ADASTEC,"Communications, Compute & Networking",East Lansing,MI,USA,,https://www.adastec.com/,https://www.linkedin.com/company/adastec/,https://www.crunchbase.com/organization/adastec,93,2018,"ADASTEC, ADASTEC Corp.",,,"Deliver SAE Level-4 Automated Driving Software Platform for commercial vehicles to enable OEMs to develop modern, automated, shared, and connected commercial vehicles. Hiring ROS engineers (Planning Software Engineer).",MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,3,,,"ADASTEC develops SAE Level-4 automated driving software platforms for commercial vehicles, enabling OEMs to deploy autonomous, shared, and connected transit solutions through their flowride.ai platform.",East Lansing,MI,"ADASTEC develops SAE Level-4 automated driving software platforms for commercial vehicles, enabling OEMs to deploy autonomous, shared, and connected transit solutions through their flowride.ai platform.",high,False,ok
Adaptive,"Communications, Compute & Networking",New York,NY,USA,,https://www.adaptive.build/,https://www.linkedin.com/company/adaptiverealestate/,https://www.crunchbase.com/organization/adaptive-real-estate,75,2021,,,,"Other | Construction, Financial Services, Real Estate, SaaS, Software",MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1,3,,"Multi-category signal: Maritime, Construction & Heavy Industry",,New York,NY,,low,True,ok
ACR Electronics,Electronics,Fort Lauderdale,FL,USA,,www.acrartex.com,http://www.linkedin.com/company/acr-electronics,,,,,,,,Aerospace & Defense ($10M+ reve,1,,,"ACR Electronics designs and manufactures emergency rescue beacons and survival gear for marine, aviation, outdoor, and military markets, including personal locator beacons (PLBs), emergency locator transmitters (ELTs), and EPIRBs intended to save lives during emergencies.",Fort Lauderdale,FL,"ACR Electronics designs and manufactures emergency rescue beacons and survival gear for marine, aviation, outdoor, and military markets, including personal locator beacons (PLBs), emergency locator transmitters (ELTs), and EPIRBs intended to save lives during emergencies.",high,False,ok
ADAM Aerospace,Aerospace & Space,Milwaukee,WI,USA,,https://www.adamaerocorp.com/,https://www.linkedin.com/company/adam-aerospace/,https://www.crunchbase.com/organization/adam-aerospace-corp,,2020,,,,Data Security Software Products,SPACE & DEFENSE COMPANIES | Sheet1,2,,"Multi-category signal: Communications, Compute & Networking",,Milwaukee,WI,,low,True,ok
Adjoint,Robotics & Autonomy,El Segundo,CA,USA,,https://adjoint.dev/,https://www.linkedin.com/company/tryadjoint,,8,2024,,,,"Autonomous Composites 
Manufacturing",MASTER - Combined_Account Owner | Source - SoCal Hard Tech,2,,Multi-category signal: Advanced Manufacturing,,El Segundo,CA,,low,True,ok
Advanced Machine & Stretchform International,Aerospace & Space,,,USA,,amsicom.com,http://www.linkedin.com/company/15632447,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,ok
Adinkra,Robotics & Autonomy,Denver,CO,USA,,https://adinkratech.com/,https://www.linkedin.com/company/adinkratech,https://www.crunchbase.com/organization/adinkra,10,2020,,,,"Specializes in end-to-end robotics and AI product development with a focus on autonomous drones, high-fidelity simulation, and computer vision. Adinkra developed and deployed an advanced real-time perception system, retrained for an aerial perspective and built on ROS2.",MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,3,,"Multi-category signal: Communications, Compute & Networking",,Denver,CO,,low,True,ok
Adroit Systems,Aerospace & Space,,,USA,,www.adroit.com,,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,ok
Advanced Integration Technology,Industrial & Factory Infrastructure,Plano,TX,USA,,http://www.aint.com,https://www.linkedin.com/company/ims-ab-innovative-mobility-system-/,https://www.crunchbase.com/organizatiodvanced-integration-technology,,1992,AIT,,,"Aerospace, Industrial Automation,Manufacturing",Aerospace & Defense ($10M+ reve | SPACE & DEFENSE COMPANIES | Sheet1,3,,Multi-category signal: Aerospace & Space; Advanced Manufacturing,,Plano,TX,,low,True,ok
ADLINK Technology,Robotics & Autonomy,Taoyuan City,,Taiwan,yes,http://adlinktech.com/,https://www.linkedin.com/company/adlink-technology/,https://www.crunchbase.com/organization/adlink-technology,976,1995,,,,"Provide a wide range of embedded computing products and services to the test and measurement, automation and process control, gaming, communications, medical, network security, and transportation industries. ADLINK is using Navigation stack in their products like the ROScube-X series of embedded systems for robots. ADLINK offers a AMR visual SLAM navigation solution. Empowering tracking in Autonomous Mobile Robots (AMRs). ROS2 Navigation (see Adlink-ROS/navigation2).",MASTER - Combined_Account Owner | Robotics,2,,"Multi-category signal: Communications, Compute & Networking",,Taoyuan City,,,low,True,blocked_or_timeout
Advanced Photonix,Aerospace & Space,,,USA,,www.advancedphotonix.com,http://www.linkedin.com/company/advanced-photonix,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,"Advanced Photonix designs and manufactures photonics and optoelectronics components — including photodiodes, photodiode modules, light dependent resistors, optocouplers, and optical switches — for OEMs in aerospace and defense, medical, industrial, and other markets.",,,"Advanced Photonix designs and manufactures photonics and optoelectronics components — including photodiodes, photodiode modules, light dependent resistors, optocouplers, and optical switches — for OEMs in aerospace and defense, medical, industrial, and other markets.",low,True,ok
Advanced Cooling Technologies,Defense,Lancaster,PA,USA,,https://www.1-act.com/,https://www.linkedin.com/company/advanced-cooling-technologies/,https://www.crunchbase.com/organization/advanced-cooling-technologies,185,2003,ACT,"Advanced Cooling Technologies, Inc.",,Thermal Management | Thermal Management Solutions | Develops thermal management solutions including heat pipes and two-phase cooling systems. | Defense,ALL COMPANIES MERGED  | SPACE & DEFENSE COMPANIES | Sheet1,3,,,,Lancaster,PA,,low,True,ok
ADLATUS Robotics GmbH,Robotics & Autonomy,Baden-Württemberg,,Germany,yes,http://www.adlatus.eu/,https://www.linkedin.com/company/adlatus-robotics-gmbh/,https://www.crunchbase.com/organization/adlatus-robotics,23,2015,ADLATUS Robotics,,,"Designs and manufactures autonomous mobile robots for use in industrial environments such as manufacturing, logistics, and warehousing. ROS 2 drivers to develop and control their autonomous mobile robots (see adlatusrobotics).",MASTER - Combined_Account Owner | Robotics,2,,,,Baden-Württemberg,,,low,True,ok
Advent Atum,Defense,Sydney,,Australia,yes,https://www.adventatum.com/,https://www.linkedin.com/company/adventatum/,,5,2021,,,,DEFENSE | Counter Drone | Other,DEFENSE COMPANIES,1,,,"Advent Atum is a majority Aboriginal-owned Australian company that develops autonomous technology solutions for defence and commercial industries, including drone systems, with a focus on sustainability and reducing carbon emissions.",Sydney,,"Advent Atum is a majority Aboriginal-owned Australian company that develops autonomous technology solutions for defence and commercial industries, including drone systems, with a focus on sustainability and reducing carbon emissions.",low,True,ok
Advanced Navigation,Robotics & Autonomy,Sydney,,Australia,yes,https://www.advancednavigation.com/,https://www.linkedin.com/company/advanced-navigation/,https://www.crunchbase.com/organization/advanced-navigation,174,2010,,,,Specializes in the development of navigation technologies and robotics. ROS driver for Advanced Navigation devices (see advanced_navigation_driver).,MASTER - Combined_Account Owner | Robotics,2,,,,Sydney,,,low,True,ok
Addverb,Robotics & Autonomy,Noida,,India,yes,https://addverb.com/,https://www.linkedin.com/company/addverb/,https://www.crunchbase.com/organization/addverb-technologies-pvt-ltd,1197,2016,Addverb Technologies,,,Deliver automation solutions to improve intralogistics operations. Hiring ROS engineers (Robotics Engineer).,MASTER - Combined_Account Owner | Robotics,2,,,,Noida,,,low,True,ok
Advanced Micro Devices,Robotics & Autonomy,Santa Clara,CA,USA,,https://www.amd.com/en.html,https://www.linkedin.com/company/amd,https://www.crunchbase.com/organization/amd-ventures,43572,1969,Advanced Micro Devices,AMD | AMD (Xilinx) | Advanced Micro Devices (AMD) | Xilinx,AMD,"Chip Design & IP | Designs high-performance CPUs, GPUs, and adaptive computing solutions for data centers, gaming, and embedded markets. | High-performance and adaptive computing leader, GPU, CPU and FPGA solutions. Kria SOMs feature ROS 2 support and provide hardware acceleration capabilities to roboticists. | Made programmable logic devices and adaptive computing solutions. | Semiconductor | Semiconductor & Embedded Compute | Xilinx is a technology company that develops flexible and adaptive p",ALL COMPANIES MERGED | MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,4,Duplicate,"Multi-category signal: Electronics; Communications, Compute & Networking",,Santa Clara,CA,,low,True,ok
Advanced Protection Systems Inc.,Defense,Gdynia,,Poland,yes,https://apsystems.tech/en/,https://www.linkedin.com/company/advancedprotectionsystems/,https://www.crunchbase.com/organization/advanced-protection-systems-sp-z-o-o,,2015,,,,Defense,SPACE & DEFENSE COMPANIES | Sheet1,2,,,"Advanced Protection Systems (APS) develops and manufactures counter-unmanned aircraft systems (C-UAS), including 3D MIMO radars, soft-kill and hard-kill effectors, and command-and-control software, providing anti-drone protection for military, critical infrastructure, airports, and public events.",Gdynia,,"Advanced Protection Systems (APS) develops and manufactures counter-unmanned aircraft systems (C-UAS), including 3D MIMO radars, soft-kill and hard-kill effectors, and command-and-control software, providing anti-drone protection for military, critical infrastructure, airports, and public events.",high,True,ok
Advanced Spade Company,,Los Angeles,CA,USA,,https://www.advancedspadecompany.com/,https://www.linkedin.com/company/aspades/,,,2024,,,,,MASTER - Combined_Account Owner | Source - SoCal Hard Tech,2,,No category match — needs manual review,,Los Angeles,CA,,low,True,ok
Aemetis,,Cupertino,CA,USA,,https://www.aemetis.com/,https://www.linkedin.com/company/aemetis/,https://www.crunchbase.com/organization/ae-biofuels-inc,50,,AE Biofuels,,,,ALL COMPANIES MERGED ,1,,No category match — needs manual review,,Cupertino,CA,,low,True,blocked_or_timeout
Advanced Technical Products,Aerospace & Space,,,USA,,www.atpx.com,,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,ok
